envolume|mat|form into
envowel|mat|replace a portion of a person's name with a dash in printing
envy|ana|resentful desire of something possessed by another or others .
enweaken|mat|weaken.
enwiden|mat|broaden.
enwind|mat|wind about; to encircle.
enwisen|mat|Render wiser; make scient by subtle means.
enwoman|mat|endow with the qualities of a woman; to make womanish
enwomb|mat|place or cause to be contained in the womb; to make pregnant; to conceive.
enwrap|mat|wrap around
enwrite|mat|write upon something; inscribe; imprint.
enzone|mat|girdle or encircle.
épater le bourgeois|mat|scandalize
épater le bourgeois|mat|shake  middle-class attitudes
ephemeralize|mat|make ephemeral.
epicurize|mat|profess or tend towards the doctrines of Epicurus.
epigrammatize|mat|represent or express by epigrams.
epigraph|ana|An inscription
epilate|mat|remove hair from the body by mechanical
epilogize|mat|speak an epilogue to.
epilogue|ana|short speech
epimerize|mat|convert
epiphanize|mat|have an epiphany.
epiphenomenalize|mat|regard as epiphenomenal
episcopate|ana|bishop seen as a group.
episcopize|mat|perform the duties of a bishop.
epistle|ana|letter
epistolize|mat|write epistles.
epitaph|ana|An inscription on a gravestone in memory of the deceased.
epithelialize|mat|cover a wound  with epithelial tissue.
epithet|ana|term used to characterize a person or thing.
epitomize|mat|make an epitome of; to shorten; to condense.
epitypify|mat|identify and name an epitype
epoch|ana|particular period of history
eponymize|mat|name  after oneself or another entity; to give an eponym as a name.
epoxidate|mat|undergo the reaction that produces an epoxide; oxidation reactions of alkenes give cyclic ethers in which both carbons of a double bond become bonded to the same oxygen atom)
epoxidize|mat|react or treat with an epoxide.
epoxy|mpam|Derived from an epoxide.
epsilonize|mat|convert small errors to zero or to treat them as arbitrarily small
epurate|mat|subject to epuration; to purify.
equal|mpam|The same in all respects.
equalize|mat|make equal; to cause to correspond in amount or degree.
equate|mat|consider equal or equivalent.
equibalance|ana|Equal weight; equiponderance.
equidistribute|mat|distribute equally.
equilibrate|mat|balance
equilibrize|mat|balance
equip|mat|furnish for service
equip|ana|team
equipage|ana|equipment ones.
equiparate|mat|compare
equipartition|ana|The division of something into equal parts.
equipoise|ana|state of balance; equilibrium.
equiponderate|mat|counterbalance.
equitize|mat|divide  among several investors and place into publicly traded stock.
equivalate|mat|equate
equivale|mat|be equivalent to.
equivalence|ana|The condition of being equivalent or essentially equal.
equivalent|mpam|similar.
equivalent|mpam|equivalent
equivalise|mat|make equivalent
equivalue|mat|put an equal value upon; to put  on a par with another thing.
equivocate|mat|use words of equivocal or doubtful signification; to express one's opinions in terms which admit of different senses
er|ana|e#Breton|e  + ur
er|ana|eagle
er|tamb|there
er|ana|he.
er|ana|he
er|ana|hedgehog
er|solo-ana|water
er|solo-ana|on
er|mpam|Second-person simple present form of ''ti be''
er|mpam|you
er|mpam|early
eradiate|mpam|Said of several types of capitulum that do not have petal-like florets.
eradicate|mat|pull up by the roots; to uproot.
erase|mat|remove markings or information
erect|mpam|upright or reaching broadly upwards.
erg|ana|The unit of work or energy
erg|ana|erg gloss|the unit of work or energy
erg|ana|serious
erg|ana|erg gloss|desert region
ergotize|mat|affect with ergot.
eright|mat|invest with a right.
erme|mat|grieve; to feel sad.
erme|ana|arm
ermine|ana|weasel
ern|mpam|brisk
erode|mat|wear away by abrasion
erogate|mat|lay out ; to deal out; to expend
eroticize|mat|make erotic.
erotise|mat|eroticise
erotize|mat|eroticize
err|mat|make a mistake.
err|ana|dark
err on the side of|mat|behave in a manner which favours or which is biased toward.
err on the side of caution|mat|act in the least risky manner in a situation in which one is uncertain about the consequences.
errand|ana|journey undertaken to accomplish some task.
error|ana|The state
error|ana|error
error|ana|error
error|ana|wandering
error|ana|error
ert|mat|incite; urge on; encourage.
ert|mat|you are
ert|ana|art
eruct|mat|burp or belch.
eructate|mat|burp; to belch.
erudiate|mat|instruct; to educate; to teach.
erupt|mat|eject something violently .
erythrolyze|mat|cause
es|ana|synonym for "and"
es|solo-ana|fireplace
es|solo-ana|God
es|solo-ana|I leave
es|solo-ana|God
es|solo-ana|you
es|solo-ana|himself
es|ana|it
es|ana|ace
es|ana|ash
es|solo-ana|E-flat
es|solo-ana|child
es|solo-ana|it
es|ana|it
es|ana|E flat
es|ana|ice
es|ana|: is
es|ana|they
es|solo-ana|I;
es|ana|be/am/is/are
es|ana|shell
es|mat|be
es|mat|at once
escalade|ana|An act of scaling walls or fortifications
escalade|ana|climbing
escalate|mat|increase  in extent or intensity; to intensify or step up.
escape|mat|get free; to free oneself.
escape|ana|escape
escape|ana|The
escape|ana|escape
escarp|ana|The side of the ditch next to the parapet in a fortification; the scarp.
escheat|ana|The return of property of a deceased person to the state  where there are no legal heirs or claimants.
eschew|mat|avoid; to shun
escort|ana|group of people or vehicles
escribe|mat|draw outside of; used to designate a circle that touches one of the sides of a given triangle
escrow|ana|written instrument
esloin|mat|remove; to banish; to withdraw.
espalier|ana|latticework used to shape or train the branches of a tree or shrub into a two-dimensional ornamental or useful design
especialize|mat|.
Esperantize|mat|translate into Esperanto.
espouse|mat|become/get married to.
esprise|mat|inflame with passion or romantic love.
espy|mat|catch sight of; to see; to spot
esquire|ana|lawyer.
essay|ana|written composition of moderate length
essentialize|mat|reduce to its essence.
essentiate|mat|become assimilated
essoin|mat|excuse for failure to appear in court.
establish|mat|make stable or firm; to confirm.
estate|ana|The collective property and liabilities of someone
estate|ana|summer
estate|ana|summer
estate|ana|estate
esteem|ana|favourable.
esterify|mat|combine with an alcohol or  to combine with an acid
esterize|mat|esterify; to convert into an ester.
estimate|ana|rough calculation or assessment of the value
estivate|mat|go into stasis or torpor in the summer months.
estop|mat|impede or bar by estoppel.
estrange|mat|).
estrangle|mat|strangle.
estray|ana|An animal that has escaped from its owner; a wandering animal whose owner is unknown. An animal cannot be an estray when on the range where it was raised
estreat|ana|true copy
estuate|mat|boil up; to swell and rage; to be agitated.
etch|mat|cut into a surface with an acid or other corrosive substance in order to make a pattern. Best known as a technique for creating printing plates
eternalize|mat|make eternal; to immortalize.
eternify|mat|make eternal.
eternize|mat|make or render eternal.
ether|ana|The substance formerly supposed to fill#Verb|fill the upper#Adjective|upper regions of the atmosphere above the cloud#Noun
etherealize|mat|make ethereal.
etherify|mat|convert  into an ether.
etherize|mat|convert into ether.
ethicize|mat|make ethical.
ethify|mat|make or cause to become  ethical.
Ethiopianize|mat|make Ethiopian
ethnicize|mat|make ethnic.
ethnize|mat|make ethnic; to imbue with ethnic ties.
ethnocentrize|mat|make ethnocentric.
ethoxylate|mat|react with ethylene oxide
ethylate|mat|react with an ethyl compound so as to introduce one or more ethyl groups into a compound
etiolate|mat|make pale through lack of light
ettle|mat|aim; purpose; intend; attempt; try.
ettle|mat|intend
etymologize|mat|find or provide the etymology for a word.
euchre|ana|trump card game played by four players in two partnerships with a reduced deck of 24 cards.
eugenicize|mat|subject to eugenics.
euhemerize|mat|explain or interpret using the theory of Euhemeros.
eulogise|mat|praise
eulogize|mat|praise
eumelanize|mat|cause
eunuchate|mat|make a eunuch of; to castrate .
eunuchize|mat|make into a eunuch; to castrate.
euphemize|mat|utter one or more euphemisms; to speak euphemistically.
euphonize|mat|make euphonic.
euphuize|mat|affect excessive refinement in language; to be overnice in expression.
euroize|mat|adopt the euro as official currency
Europeanize|mat|make something
Eurostep|ana|basketball move.
eustress|ana|healthful
euth|mat|euthanize.
euthanasiate|ana|Any drug used to euthanize an animal.
euthanatize|mat|euthanize.
euthanize|mat|carry out euthanasia on .
eutrophicate|mat|become eutrophic.
eutrophy|ana|healthy nutrition
evacate|mat|empty.
evacuate|mat|leave or withdraw from; to quit; to retire from; as
evade|mat|get away from by cunning; to avoid by dexterity
evagate|mat|wander.
evaginate|mat|evert a bodily organ inside surface to outside.
evaluate|mat|draw conclusions from examine
evanesce|mat|disappear into a mist or dissipate in vapor
evangelize|mat|tell people about  Christianity
evanish|mat|vanish.
evaporate|mat|transition from a liquid state into a gaseous state
evapotranspire|mat|subject
evapourate|mat|''sometimes encountered in the UK and Canada
eve-tease|mat|subject  to Eve-teasing.
even|mpam|flat.
even|tamb|shortly
even out|mat|make or become more even
even the score|mat|get revenge against someone.
even up|mat|make even; to make level.
evene|mat|occur; to happen; to come to pass.
event|ana|An occurrence; something that happens.
event|ana|An
eventerate|mat|rip open; to disembowel.
eventify|mat|make into a special event.
eventilate|mat|winnow out; to fan.
eventize|mat|turn into an event or spectacle.
eventualize|mat|take place or occur.
evergreen|mpam|Of plants
evergreen|ana|evergreen
evergreen|ana|classic song
everlast|mat|last always or forever; continue; endure; remain.
everlive|mat|live forever; live constantly or continually; remain alive or active.
everse|mat|overthrow or subvert.
evert|mat|turn inside out
evestigate|mat|investigate.
evibrate|mat|vibrate.
evict|mat|expel  to move out.
evidence|ana|fact.
evidence|ana|records
evidentiate|mat|provide evidence
evil-eye|mat|an l|en|evil eye upon someone or something
evilize|mat|turn someone or something evil
evince|mat|show or demonstrate clearly; to manifest.
evirate|mat|castrate.
eviscerate|mat|disembowel
evitate|mat|shun; to avoid.
evite|mat|avoid.
evite|mat|avoid
evocate|mat|evoke
evoke|mat|call out; to draw out or bring forth.
evolve|mat|move in regular procession through a system.
evomit|mat|vomit.
evulgate|mat|publish or divulge.
evulge|mat|promulgate or spread abroad.
evulse|mat|pull out forcibly.
ewte|mat|pour; pour in
ex|ana|ex gloss|former partner
ex|ana|ex gloss|former partner
ex|ana|gloss|ex-husband
ex|ana|gloss|an ex-husband
ex|ana|ex gloss|ex-husband
exacerbate|mat|make worse ; aggravate.
exacinate|mat|remove the kernel from.
exact|mpam|Precisely agreeing with a standard
exact|mpam|exact
exact|mpam|exact
exact|mpam|exact
exactify|mat|make exact.
exacuate|mat|whet or sharpen.
exaggerate|mat|overstate
exagitate|mat|excite
exalt|mat|honor; to hold in high esteem.
exam|ana|Short for examen.
examine|mat|observe or inspect carefully or critically
example|ana|Something that is representative of all such things in a group.
exanimate|mpam|lifeless.
exantlate|mat|exhaust or wear out.
exarate|mpam|Having the appendages free and not attached to the body wall.
exarticulate|mpam|Having only one joint; said of certain insects.
exasperate|mat|tax the patience of
exaugurate|mat|annul the consecration of; to secularize or unhallow.
exauthorate|mat|deprive of authority or office; to depose or discharge.
exauthorize|mat|deprive of authority.
excamb|mat|exchange; used with reference to transfers of land.
excambie|mat|excamb.
excarnate|mpam|Deprived or stripped of flesh.
excarnificate|mat|strip of flesh; to excarnate.
excavate|mat|make a hole in ; to hollow.
excave|mat|excavate.
excecate|mat|blind.
exceed|mat|be larger
excel|mat|surpass someone or something; to be better or do better than someone or something.
except|mat|exclude; to specify as being an exception.
excern|mat|excrete; give off
excerp|mat|pick out.
excerpt|ana|clip
excess|ana|The state of surpassing or going beyond limits; the being of a measure beyond sufficiency
exchange|ana|An act of exchanging or trading.
exchange flesh|mat|engage in sexual intercourse.
exchange vows|mat|make a mutual promise.
exchequer|ana|treasury.
excide|mat|cut off.
excise|ana|tax charged on goods produced within the country .
excitate|mat|excite.
excite|mat|stir the emotions of.
exclaim|mat|cry out suddenly
exclude|mat|bar  from entering; to keep out.
exclusivize|mat|make exclusive.
excoct|mat|extract a material by boiling.
excogitate|mat|think over something carefully; to consider fully; cogitate.
excommune|mat|exclude from participation in; to excommunicate.
excommunicate|mpam|excommunicated.
excoriate|mat|wear off the skin of; to chafe or flay.
excorticate|mat|strip of bark or skin.
excreate|mat|spit out; to discharge from the throat by hawking and spitting.
excrementize|mat|void excrement; to defecate.
excrete|mat|discharge material  from a cell
excruciate|mat|inflict intense pain or mental distress on ; to torture.
exculpate|mat|clear of or to free from guilt; exonerate.
excur|mat|digress.
excurse|mat|journey or pass through.
excursion|ana|brief recreational trip; a journey out of the usual way.
excursion|ana|excursion
excursionize|mat|go on an excursion.
excuse|mat|forgive; to pardon.
excuse|ana|excuse
excuss|mat|shake off.
excycloduct|mat|rotate the eye outward about the anteroposterior axis; to undergo or make undergo excycloduction; to extort.
excyst|mat|undergo excystation
exec|ana|executive
execrate|mat|feel loathing for; to abhor
exect|mat|cut off or out.
execute|mat|kill as punishment for capital crimes.
executive produce|mat|act as executive producer on.
exegete|ana|person skilled in exegesis; an interpreter of texts
exeleutherostomize|mat|speak out freely
exeme|mat|release; to exempt.
exemplify|mat|show or illustrate by example
exempt|mpam|free.
exempt|mpam|exempt
exempt|mpam|exempt
exenterate|mat|disembowel; to eviscerate.
exercise|ana|Any activity designed to develop or hone a skill or ability.
exert|mat|put in vigorous action.
exestuate|mat|be agitated; to boil up; to effervesce.
exeunt|ana|stage direction for more than one actor to leave the stage.
exfiltrate|mat|withdraw troops surreptitiously from a dangerous position
exflagellate|mat|cause
exfoliate|mat|remove the leaves from a plant.
exhalate|mat|breathe out or upon.
exhale|mat|expel air from the lungs through the nose or mouth by action of the diaphragm
exhaust|mat|draw or let out wholly; to drain off completely
exhaust|mpam|out of
exhaustify|mat|make exhaustive
exheredate|mat|disinherit.
exhibit|mat|display or show  for others to see
exhilarate|mat|cheer
exhort|mat|urge; to advise earnestly.
exhumate|mat|exhume; to disinter.
exhume|mat|dig out of the ground; to take out of a place of burial; to disinter.
exiguate|mat|shrink and reduce in quality or value; to become exiguous
exile|ana|The state of being banished from one's home or country.
exist|mat|be; have existence; have being or reality
exist|mat|: I
exit|ana|way out.
exit stage left|ana|An orderly and uneventful departure
exmatriculate|mat|deregister or unenroll
exnihilate|mat|bring into existence from nothing.
exoculate|mat|deprive of eyes; blind.
exocytose|mat|undergo exocytosis
exodus|ana|sudden departure of a large number of people.
exogastrulate|mat|experimentally induce disturbance of the process of gastrulation in animal embryos.
exolve|mat|loose.
exonerate|mat|relieve .
exorbitate|mat|go out of the track; to deviate.
exorcise|mat|drive out  from a person
exorcize|mat|drive out supposed evil spirits from a person
exoticize|mat|make  seem to be exotic.
exotify|mat|treat as exotic.
expand|mat|change  from a smaller form and/or size to a larger one; to spread out or lay open.
expatiate|mat|range
expatriate|mpam|Living outside of one's own country.
expect|mat|look for .
expect the unexpected|mat|Do not be surprised by unusual events. Anything might happen.
expectorate|mat|cough up fluid from the lungs.
expede|mat|hasten or expedite
expediate|mat|injure  by cutting away the pads of the forefeet
expeditate|mat|deprive of the claws or the balls of the forefoot.
expedite|mat|accelerate the progress of.
expedite|tamb|freely
expedition|ana|The act of expedite something; prompt execution.
expedition|ana|an
expel|mat|eject or erupt.
expense|ana|spending or consuming
experience|ana|event.
experiment|ana|test under controlled conditions made to either demonstrate a known truth
experiment|ana|experiment
experiment|ana|experiment
experimentalize|mat|make experiments upon.
experimentise|mat|experiment.
expertize|mat|act as an expert.
expiate|mat|atone or make reparation for.
expire|mat|die.
expiscate|mat|fish out; to find out by skill or laborious investigation; to search out.
explain|mat|make plain
explain away|mat|dismiss or minimize  by explanation.
explant|ana|Any portion taken from a plant or an animal that will be used to initiate a culture. It can be a portion of the shoot
explaterate|mat|talk continuously without stop.
explicate|mat|explain meticulous.
explicate|tamb|clearly
explicitize|mat|make explicit
explode|mat|destroy with an explosion.
exploit|ana|heroic or extraordinary deed.
exploit|ana|legal document which proves that another document has been handed over to a certain person.
exploit|ana|exploit
exploit|ana|gloss|security vulnerability in a computer system
exploitate|mat|exploit.
exploiter|ana|One who exploits.
exploiter|mat|exploit
explorate|mat|explore.
explore|mat|seek for something or after someone.
expolish|mat|polish thoroughly.
expone|mat|expound; to explain.
exponentialize|mat|convert to exponential form.
exponentiate|mat|utilize exponentiation.
export|mpam|of or relating to exportation or exports
export|ana|export
expose|mat|reveal
expose oneself|mat|display one's genitalia in a public place or in other inappropriate circumstances.
exposit|mat|expound
expostulate|mat|protest or remonstrate; to reason earnestly with a person on some impropriety of conduct.
expound|mat|set out the meaning of; to explain or discuss at length
express|mpam|Moving or operating quickly
express oneself|mat|convey or  or l|en|view|views.
exprobrate|mat|reproach or upbraid
expropriate|mat|deprive a person of  for public use.
expulse|mat|expel.
expunge|mat|erase or strike out.
expurgate|mat|edit out  from a book or other publication; to cleanse; to purge. <!--NOTE GRAMMATICAL OBJECT DIFFERS FROM BELOW-->
expurge|mat|purge away.
exquire|mat|search into or out.
exsanguinate|mat|kill by means of blood loss.
exscind|mat|cut out.
exscribe|mat|copy; to transcribe.
exsect|mat|cut out or away; to remove by exsection.
exsert|mat|thrust out; to cause to protrude.
exsheath|mat|remove from a sheath
exsiccate|mat|dry
exsolve|mat|separate from one another at a critical point in temperature.
exsufflate|mat|exorcise or renounce by blowing.
exsuscitate|mat|rouse; to excite.
extemporise|mat|do something
extemporize|mat|do something
extend|mat|increase in extent.
extensify|mat|cause
extenuate|mat|make thin or slender; to draw out so as to lessen the thickness.
exteriorize|mat|externalize.
exterminate|mat|kill all of
extermine|mat|exterminate; to destroy.
externalize|mat|make something external or objective
extill|mat|drop or distill.
extimulate|mat|stimulate.
extinct|mpam|extinguished
extinguish|mat|put out
extirp|mat|extirpate.
extirpate|mat|clear an area of roots and stumps.
extol|mat|praise; to make high.
extort|mat|take or seize off an unwilling person by physical force
extracorporealize|mat|temporarily move  outside the body
extract|ana|Something that is extracted or drawn out.
extract|ana|extract
extract the urine|mat|mock
extradite|mat|remove a person from one state to another by legal process.
extrapolate|mat|infer by extending known information.
extrapose|mat|move  by extraposition.
extravagate|mat|wander
extravasate|mpam|Outside of a vessel.
extremalise|mat|create the extreme form of; to form the extremum of
extremize|mat|convert into an extreme form.
extricate|mat|free
extrovert|ana|An extroverted person: one who is outgoing
extruct|mat|construct.
extrude|mat|push or thrust out.
extubate|mat|remove a tube from a hollow organ or from an airway.
extuberate|mat|swell out.
exuberate|mat|abound; to be in great abundance.
exudate|ana|fluid that has exuded from somewhere; especially one that has exuded from a pore of an animal or plant.
exude|mat|discharge through pores or incisions
exulcerate|mpam|Very sore; ulcerated.
exult|mat|rejoice; to be very happy
exultate|mat|exult.
exundate|mat|overflow; to inundate.
exungulate|mat|pare off .
exuperate|mat|excel; to surmount.
exuviate|mat|shed or cast off a covering
eye|ana|An organ through which animals see.
eye|tamb|very
eye up|mat|examine closely something coveted
eye-roll|ana|The circular movement of one's eyes
eyeball|ana|the ball of the eye
eyebrow|ana|The hair that grows over the bone ridge above the eye socket.
eyefuck|mat|ogle in a lecherous manner.
eyelet|ana|An object that consists of a rim and small hole or perforation to receive a cord or fastener
eyewash|ana|soothing medicated lotion for the eyes
eyewitness|ana|Someone who sees an event and can report or testify about it.
eyndill|mat|be or become jealous.
F off|mat|fuck off.
f--k|mat|fuck.
f-word|ana|or ''faggot''.
F5|mat|refresh a webpage
fab|mpam|</ref>
fable|ana|fictitious narrative intended to enforce some useful truth or precept
fable|ana|fable
fabricate|mat|form into a whole by uniting its parts; to construct; to build.
fabulate|mat|tell invented stories
fabulize|mat|compose or relate fables or fictions.
face|ana|The front part of the head
face|ana|face
face|ana|face
face|ana|face
face|mat|do
face away|mat|turn one's head so that one's face is not aimed in a particular direction.
face facts|mat|accept what is true
face fuck|ana|An act of thrusting one's penis into the mouth or throat of someone.
face off|ana|The starting point
face out|mat|carry off by bold looks.
face the music|mat|accept or confront the unpleasant consequences of one's actions.
face up|mat|confront an unpleasant situation
face up to|mat|confront a condition or situation
face-sit|mat|practice facesitting
facebook|ana|reference book or electronic directory made up of individuals’ photographs and names.
Facebook|ana|social-networking website where users can find acquaintances or "friends"
facefuck|mat|violently insert the penis into the mouth; to irrumate.
facelick|ana|lick applied to a face.
facelift|ana|plastic surgery to remove wrinkles
facemail|ana|Face-to-face communication
facepalm|ana|gesture of bringing one or both palms to the face
faceplant|ana|The act of landing face first
facet|ana|Any one of the flat surfaces cut into a gem.
facet|ana|facet
facet|ana|facet
facet|ana|guy
facilitate|mat|make easy or easier.
facilitate|ana|facility
facilize|mat|make something easy; to facilitate.
fack|ana|One of the four stomachs of a ruminating animal; rumen; paunch.
fack|ana|compartment
facsimile|ana|copy or reproduction.
facsimilize|mat|make a facsimile of; to duplicate.
fact check|ana|verification of the factuality of specific information.
factify|mat|establish truth or validity by presentation of factual evidence.
factionalize|mat|split into factions
factor|ana|doer
factor|ana|factor gloss|integral part
factor|ana|a
factor|ana|One who or which does or makes something; doer
factor|ana|factor
factor in|mat|consider as a factor.
factor out|mat|omit
factor through|mat|''Said of a morphism'': to be equal to a composition of two morphisms
factorialize|mat|perform factor analysis on a set of data
factorise|mat|create a list of the factors of.
factorize|mat|create a list of the factors of.
factualize|mat|make factual.
faddle|mat|trifle; to toy.
fade|mpam|weak.
fade|ana|father
fade|mpam|tasteless
fade|mpam|bland
fade away|mat|lose strength
fade in|ana|type of transition used in visual media
fade out|ana|type of transition used in film
fade to black|mat|end a film or a scene of a film by causing the image to disappear and become black.
fade to white|ana|form of film punctuation in which the picture brightens until it is completely white.
fadge|mat|something).
faff|ana|An overcomplicated task
faff|ana|lily
faff about|mat|waste time; spend time idly.
faff around|mat|waste time; spend time idly.
faffle|mat|stammer.
fafiate|ana|science fiction fan who has become inactive in the fandom community due to other obligations.
fag|ana|In textile inspections
fag|ana|beech
fag|ana|subject
fag|ana|subject
fag|ana|phage
fag|ana|beech
fag out|mat|become untwisted or frayed
faggot|ana|homosexual man
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|fagot
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|bassoon
fagot|ana|bassoon
fail|mat|be unsuccessful.
fail|ana|ring
fail|ana|file
fail at life|mat|in poverty
fail over|mat|automatically switch processing from a failed component in a critical system to its live spare or backup component.
fail upwards|mat|advance in one's career despite failures
fail-safe|mpam|That does not cause undue damage in the event of failure.
failcascade|ana|the quick and unexpected demise of a large online social group
failscade|ana|the quick and unexpected demise of a large online social group
fain|mpam|Well-pleased
fain|ana|end
fain|ana|hay
fain|mpam|cool
fain|ana|hay
fainaigue|mat|evade work or shirk responsibility.
faint|mpam|Lacking strength; weak; languid; inclined to lose consciousness
faint|solo-ana|how much
fainten|mat|make or become faint.
fair|mpam|beautiful and fresh quality.
fair|mat|watch
fair off|mat|Of weather: to clear.
fair up|mat|clear
fak|ana|heart
fak|ana|arrow
fak|ana|'''
fak|ana|wing
fak|ana|frog
fake|mpam|Not real; false
fake|ana|fake account in a social network or other online community; a sock puppet
fake it|mat|pretend to be capable or competent.
fake it till one makes it|mat|pretend to be a certain way until one becomes that way.
fake out|mat|deceive
fake the funk|mat|perform below one's capacities.
faken|mat|make fake; to fake
fakie|ana|The riding backwards of the board
falchion|ana|<ref name="OED-n"/> A somewhat curved
falcon|ana|Any bird of the genus ''Falco''
falcon|ana|kestrel
fall|ana|The act of moving to a lower position under the effect of gravity.
fall|ana|fortune telling
fall|mpam|bad
fall|ana|fall
fall|ana|a
fall aboard of|mat|strike .
fall about|mat|laugh so much that one's entire body moves somewhat uncontrollably.
fall about the place|mat|laugh uncontrollably
fall among|mat|enter the company of a group
fall apart|mat|disintegrate.
fall around|mat|fall over continuously
fall asleep|mat|pass from a state of wakefulness into sleep.
fall asleep in the Lord|mat|die.
fall at the last hurdle|mat|fail near the end of something.
fall away|mat|cease to support a person or cause.
fall back|mat|retreat.
fall back on|mat|turn to as a substitute.
fall back upon|mat|fall back on.
fall below|mat|go under a marker or limit; to be reduced beyond a certain amount.
fall between the cracks|mat|wind up in an unexpected situation which is
fall between two stools|mat|fit into neither of two category.
fall by the wayside|mat|fail to complete.
fall down|mat|fall to the ground. To collapse.
fall down on|mat|fail at or leave incomplete.
fall due|mat|reach its due date for payment
fall flat|mat|produce no effect; to fail in the intended effect.
fall flat on one's face|mat|fail miserably
fall for|mat|be fooled by; to walk into .
fall foul|mat|collide; to conflict with; to attack
fall foul of|mat|fall aboard of.
fall from grace|ana|The loss of one's social position
fall home|mat|curve inward; said of the timbers or upper parts of a ship's side which are much within a perpendicular.
fall ill|mat|become ill; to sicken.
fall in|mat|collapse inwards.
fall in line|mat|submit to the rules of a higher authority; obey; conform.
fall in love|mat|come to have feelings of love directed at another person or a thing.
fall in with|mat|join .
fall into|mat|go into something by falling.
fall into one's lap|mat|Of something desirable
fall into place|mat|assume a clear and complete form when separate elements come together; to be fully realized at last.
fall into the wrong hands|mat|become the possession of
fall off|mat|become detached or to drop from.
fall off a truck|mat|Of an item of merchandise
fall off one's perch|mat|die.
fall off the back of a lorry|mat|Of an item of merchandise
fall off the back of a truck|mat|Of an item of merchandise
fall off the cliff|mat|suddenly decline dramatically in performance
fall off the turnip truck|mat|be naive
fall off the wagon|mat|cease or fail at a regimen of self-improvement or reform; to lapse back into an old habit or addiction.
fall on|mat|experience; to suffer; to fall upon.
fall on deaf ears|mat|Of a request
fall on hard times|mat|experience a difficult period
fall on one's face|mat|fail
fall on someone's neck|mat|embrace someone affectionately or thankfully.
fall on stony ground|mat|Of words
fall out|ana|disagreement
fall out of love|mat|cease to be in love .
fall over|mat|fall from an upright or standing position to a horizontal or prone position.
fall over one's feet|mat|hasten.
fall over oneself|mat|be unusually enthusiastic.
fall pregnant|mat|become pregnant.
fall prey|mat|be affected
fall short|mat|be less satisfactory than expected; to be inadequate or insufficient
fall silent|mat|become quiet
fall through|mat|be unsuccessful
fall through the cracks|mat|be missed; to escape the necessary notice or attention
fall to|mat|enter into or begin an activity
fall to bits|mat|fall apart.
fall to one's lot|mat|be destined to happen to someone or to fall in someone's possession.
fall to pieces|mat|break into a number of segments; to collapse.
fall to the ground|mat|come to nothing; to fail.
fall together|mat|be merged or coalesce; to become identical
fall under|mat|belong to for purposes of categorization.
fall upon|mat|experience; to suffer.
fall victim|mat|suffer as a result of external circumstances or someone else's actions
fallow|ana|ground for one year.
falsecard|ana|card played in order to deceive an opponent as to one's true holding
falsen|mat|make false; falsify
falsify|mat|alter so as to make false; to make incorrect.
falter|ana|unsteadiness.
famble|ana|hand.
famble|ana|family.
fame|ana|What is said or reported; gossip
fame|ana|hunger
fame|tamb|famously
fame|ana|hunger
fame|ana|hunger
fame|ana|hunger
familiarize|mat|make or become familiar with something or someone.
famish|mat|starve ; to kill or destroy with hunger.
famous|mpam|Well known.
famulate|mat|serve.
fan|ana|hand-held device consisting of concertinaed material
fan|ana|egg
fan|ana|church
fan|ana|fan
fan|ana|fan
fan|ana|fan gloss|admirer
fan|ana|hunger
fan|ana|pubis
fan|mat|wait
fan|ana|hunger
fan|ana|fan
fan|ana|hear
fan|mat|<!--or of far
fan|ana|fan|t=admirer
fan|ana|betel leaf
fan|ana|fan
fan|ana|the devil
fan|ana|bait
fan|ana|science
fan|ana|van
fan dance|ana|dance performance incorporating the artful use of fans.
fan out|mat|spread out into the shape of a fan
fan the flames|mat|intensify or worsen an already difficult situation.
fanaticize|mat|make into a fanatic.
fanboy|ana|male fan who is obsessive about a particular subject .
fancify|mat|make fancy.
fancy|ana|The imagination.
fancy|mpam|fancy
fancy one's chances|mat|believe that one has a good chance of success.
fand|mat|seek ; try; attempt; endeavour.
fandango|ana|fandango
fandango|ana|fandango|id=Q1130969
fandub|ana|foreign language film or television show that has been dubbed into the local language by fans
fanfare|ana|flourish of trumpets or horns as to announce; a short and lively air performed on hunting horns during the chase.
fanfare|ana|band consisting of brass and percussion players.
fanfaronade|ana|Empty
fanfold|mpam|Having the shape of fan or concertina
fang|ana|long
fang|ana|mud
fang|ana|embrace
fangirl|ana|female fan who is obsessive about a particular subject .
fangle|mat|fashion
fankle|mat|tangle or entangle.
fankle|ana|tangle of rope
fanny about|mat|waste time or fool around; to engage in activity which produces little or no accomplishment.
fansub|ana|subtitless.
fantasise|mat|indulge in fantasy; to imagine things only possible in fantasy.
fantasize|mat|indulge in fantasy; to imagine things only possible in fantasy.
fantasticate|mat|make fantastical.
fantasy|ana|That which comes from one's imagination.
fanwank|ana|explanation.
fap|mpam|drunk.
fap off|mat|masturbate
faradize|mat|subject to faradization.
farb|ana|historical reenactor
farce|ana|style of humor marked by broad improbabilities with little regard to regularity or method.
farce|ana|stuffing
farce|ana|fingernail
farce|ana|batter
